Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2021,"12        ",Female,17,Right-Handed,162,27,152,2,"Rail (Train/Tram/Subway)",30,0.395,53,Swimming,500,800,900,700,1000,1000,27,"Same length",85,80,"Index finger",July,Summer,No,No,Pizza/Pasta,Water,Art,7,6,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,60,2,4,10,1,0,6,2,10,2,0,5,"A lot","Graduate degree","Rhythm and blues (R&B)",Invisibility,Happy,Relative,"International aid"
USA,NY,2021,"12        ",Female,17,Right-Handed,160,23,160,2,"Rail (Train/Tram/Subway)",25," 0.39",43,Basketball,1000,936,947,861,770,880,23,"Same length",65,71,"Ring finger",September,Spring,No,No,"No favorite",Juice,English,7.5,9,5,"Yes - broadband connection","Internet chat or instant messaging",30,25,2,1,10,4,2,1,20,6,40,35,0,2,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,NY,2021,"12        ",Female,16,Left-Handed,157.4,29.21,157.4,2,Car,30,0.36,37,Skateboarding/Rollerblading,781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Male,17,Right-Handed,175,26.7,175,2,Car,4,.323,42,Cycling,963,722,904,989,102,668,26.7,"Right foot",88.9,114.3,"Ring finger",December,Winter,Yes,No,"Rice/Noodle dishes",Water,Science,7,6,3,"Yes - broadband connection","Text messaging",10,5,10,2,7,5,10,0,17,2,20,0,0,0,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Teacher,"Wildlife, animals"
USA,NY,2021,"12        ",Female,17,Right-Handed,182,27,180,1,"Rail (Train/Tram/Subway)",40,0.427,40,Other,900,850,850,850,900,950,27,"Same length",80,70,"Index finger",March,Spring,No,No,Breads/Sandwiches,Water,"Social studies",6,10,4,"Yes - other","Text messaging",50,40,36,5,20,3,5,2,20,10,30,10,0,5,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,"Community leader or elder","International aid"
USA,NY,2021,"12        ",Female,17,Right-Handed,172,21.59,,2,Walk,4,.41,32,"Hockey (Field)",650,450,850,700,700,875,22,"Left foot",63.5,69.85,"Index finger",June,Fall,No,Yes,Breads/Sandwiches,Water,History,8,11,3,"Yes - broadband connection","Text messaging",100,100,12,2,5,10,8,0,14,11,12,10,0,3,"Very little","Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Politician,Environment
USA,NY,2021,"11        ",Male,17,Right-Handed,178,24,177,3,"Rail (Train/Tram/Subway)",25,0.277,44,Soccer,700,700,900,900,900,1000,25,"Left foot",100,90,"Index finger",August,Fall,No,No,Meat,Water,"Physical education",6,8,4,"Yes - other","Text messaging",100,100,15,3,,,,,,,,,,,,,,,,,
USA,NY,2021,"11        ",Female,16,Right-Handed,152,21,149,2,"Rail (Train/Tram/Subway)",32,0.462,45,Other,535,273,802,1000,1000,1000,21,"Same length",9.5,9.8,"Ring finger",July,Fall,Yes,No,Desserts,Water,Art,7,8,6,"Yes - broadband connection","In person",50,150,30,1,20,60,7,1,100,10,100,5,0,4,Some,"Graduate degree",Techno/Electronic,"Freeze time",Happy,Relative,"International aid"
USA,NY,2021,"12        ",Male,17,Right-Handed,25,163,164,1,"Rail (Train/Tram/Subway)",20,0.342,44,Dancing,754,"690 ",738,850,"572 ",909,25,"Same length",75,75,"Same length",November,Fall,Yes,No,"No favorite",Water,English,7,10,3,"Yes - broadband connection","Cell phone",60,80,7,3,10,1,2,1,10,13,37,0,0,1,Some,"Graduate degree","Heavy metal","Freeze time",Happy,Relative,Health
USA,NY,2021,"11        ",Female,16,Right-Handed,170,27,76,2,"Rail (Train/Tram/Subway)",30,0.458,37,Athletics,1000,1000,930,882,508,1000,28,"Left foot",75,85,"Ring finger",January,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Text messaging",50,60,5,20,28,8,7,0,24,24,10,0,0,5,"A lot","Graduate degree",Pop,Telepathy,Happy,"Musician or singer","International aid"
USA,NY,2021,"11        ",Male,17,Right-Handed,163,20,71,2,"Rail (Train/Tram/Subway)",45,0.361,44,"Football (American)",150,750,500,500,1000,1000,20,"Same length",6,8,"Ring finger",March,Fall,Yes,No,Meat,Juice,History,6,9,5,"Yes - broadband connection","Text messaging",8,10,5,2,15,10,7,1,3,2,20,1,0,8,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,"International aid"
USA,NY,2021,"12        ",Male,17,Right-Handed,177.8,27.94,180.3,1,"Rail (Train/Tram/Subway)",45,.258,30,Baseball/Softball,900,500,800,1000,300,400,"27.6 ","Right foot",76.2,88.9,"Ring finger",May,Winter,No,No,Pizza/Pasta,Water,History,6,10,5,"Yes - other","Internet chat or instant messaging",25,35,5,6,15,6,12,5,5,10,7,10,15,10,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,"Sports person","Arts, culture, sports"
USA,NY,2021,"12        ",Female,17,Right-Handed,167.6,24.6,167.7,2,Car,10,0.359,36,Other,800,700,600,800,300,800,24.5,"Left foot",70,90,"Ring finger",January,Fall,Yes,No,"No favorite",Water,"Physical education",7-8,8-9,3,"Yes - broadband connection","Text messaging",100+,100+,70,1,2,20,14,10,1,60,90,0,0,2,"A lot","Graduate degree",Other,"Freeze time",Rich,Relative,"Wildlife, animals"
USA,NY,2021,"11        ",Female,16,Right-Handed,157,22,153,2,"Rail (Train/Tram/Subway)",60,.315,35,Swimming,700,500,500,600,100,600,22,"Same length",70,75,"Ring finger",January,Fall,No,No,"Rice/Noodle dishes",Water,History,6,10,5,"Yes - broadband connection","Text messaging",150,150,6,3,18,4,1,0,4,3,38,0,0,3,"A lot","Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,"Musician or singer","International aid"
USA,NY,2021,"11        ",Female,17,Left-Handed,166.4,26,169,1,Bus,34,.315,36,Soccer,679,417,412,492,729,830,26,"Same length",85,80,"Index finger",September,Summer,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",8,8,5,"Yes - broadband connection","Internet chat or instant messaging",800,800,30,10,15,15,5,0,9,9,14,19,20,3,Some,"Graduate degree",,Fly,Happy,Relative,Religious
USA,NY,2021,"11        ",Female,15,Right-Handed,153,23,151,1,Car,25,0.353,49,Dancing,600,700,700,600,800,900,22,"Right foot",65,70,"Ring finger",October,Fall,Yes,No,"Rice/Noodle dishes",Water,Science,7,9,4,"Yes - broadband connection","Text messaging",400,800,3,0,20,2,0,0,20,7,25,0,0,0,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Coach or club leader",Health
USA,NY,2021,"12        ",Female,17,Right-Handed,170,22,176,2,"Rail (Train/Tram/Subway)",60,0.3,59,Dancing,950,800,465,770,900,900,23,"Left foot",70,65,"Index finger",April,Fall,Yes,Yes,Pizza/Pasta,Coffee,Languages,6,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",40,40,36,1,10,5,2,6,10,12,12,1,0,5,Some,"Some college","Rap/Hip hop",Fly,Rich,Actor,Health
USA,NY,2021,"11        ",Female,16,Right-Handed,160,21,66,2,"Rail (Train/Tram/Subway)",40,0.433,35,Other,700,800,600,600,800,800,21.5,"Left foot",600,650,"Ring finger",August,Fall,No,No,Meat,Water,"Mathematics and statistics",7,10,4,"Yes - other","In person",100,200,10,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Female,17,Right-Handed,163,24,213,1,Car,25,.543,34,None,700,500,600,800,700,1000,24,"Left foot",82.5,88.9,"Ring finger",October,Fall,Yes,No,"Rice/Noodle dishes",Water,Other,6,8,3,"Yes - broadband connection","Text messaging",200,200,40,1,15,10,1,.5,1,40,40,3,0,2,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,Other,"Education/Youth development"
USA,NY,2021,"12        ",Male,18,Left-Handed,185,29,196,2,Car,25,.25,35,Baseball/Softball,1000,750,750,850,750,1000,29,"Same length",,,"Same length",January,Summer,Yes,No,Desserts,Water,"Computers and technology",7,10,3,"Yes - other","In person",10,10,2,1,2,1,1,1,1,1,1,1,1,1,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,Environment
USA,NY,2021,"11        ",Male,15,Right-Handed,168,28,183,2,Car,55,0.371,38,"Football (American)",305,380,70,80,925,1000,29,"Left foot",82,85,"Ring finger",October,Winter,No,No,Fruit,Milk,"Mathematics and statistics",6,11,4,"Yes - broadband connection","Text messaging",100,120,25,7,18,5,10,0,10,25,7,2,0,6,Some,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,Relative,Health
USA,NY,2021,"12        ",Female,18,Right-Handed,5’3”,16.51,,2,Car,"20 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Male,18,Right-Handed,175,26,175,2,Car,14,.425,63,Other,500,500,550,500,700,750,25,"Right foot",75,74,"Index finger",March,Summer,Yes,No,Meat,Water,Science,8,10,5,"Yes - other","In person",10,10,10,3,5,10,10,2,4,4,4,2,0,2,None,"Graduate degree","Rap/Hip hop","Super strength",Happy,"Sports person",Other
USA,NY,2021,"11        ",Female,17,Right-Handed,160,23,61,1,"Rail (Train/Tram/Subway)",70,0.439,56,Swimming,675,670,550,550,750,900,23,"Same length",64,67,"Ring finger",June,Summer,Yes,No,Seafood,Water,Science,7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",2,0,2,0,16,30,2,0,18,1,45,7,0,4,"A lot",Other,Pop,"Freeze time",Rich,"Coach or club leader",Health
USA,NY,2021,"12        ",Female,17,Right-Handed,160,24,160,1,"Rail (Train/Tram/Subway)",40,0.461,47,Athletics,1000,1000,1000,1000,1000,1000,24,"Same length",76,69,"Index finger",July,Summer,No,Yes,Desserts,Water,English,7,9,4,"Yes - broadband connection","In person",55,65,10,6,10,10,4,0,9,2,35,3,2,2,Some,"Graduate degree",Pop,Fly,Happy,Friend,"Education/Youth development"
USA,NY,2021,"12        ",Male,17,Ambidextrous,182.8,27.94,186.7,1,"Rail (Train/Tram/Subway)",45,0.381,46,Other,800,700,300,500,500,500,27.94,"Same length",76.2,76.2,"Same length",April,Spring,No,No,Meat,Water,"Physical education",7,8,3,"Yes - broadband connection","In person",4,4,40,1,10,36,2,7,1,1,105,0,0,5,"Very little","Some college","Rap/Hip hop",Fly,Happy,Other,"Education/Youth development"
USA,NY,2021,"11        ",Male,20,Right-Handed,157.5,24.13,,1,"Rail (Train/Tram/Subway)",90,0.536,99,Skateboarding/Rollerblading,1000,1000,1000,1000,802,1000,24.13,"Same length",57.15,50.8,"Index finger",October,Summer,Yes,Yes,Pizza/Pasta,Tea,Art,6-7,8-9,2,"Yes - other","Cell phone",0,0,0,0,6,20,5,4,0,0,40,10,0,3,Some,Other,"Rap/Hip hop","Super strength",Healthy,Teacher,Environment
USA,NY,2021,"12        ",Female,17,Right-Handed,168,24.6,168,2,Car,15,0.324,50,Soccer,1000,1000,1000,1000,1000,1000,24.6,"Same length",70,50,"Same length",March,Fall,No,No,Soups,Water,History,8,9,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,20,6,6,6,6,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Male,17,Right-Handed,182.9,30.5,182.9,1,Bus,20,.427,35,Walking/Hiking,941,936,914,930,914,941,30.5,"Same length",,,"Same length",April,Fall,No,No,"Rice/Noodle dishes",Water,History,7,10,3,"Yes - broadband connection","Text messaging",60,120,50,40,45,30,10,0,70,70,70,60,0,80,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Community leader or elder",Health
USA,NY,2021,"12        ",Female,15,Right-Handed,155,,,3,"Rail (Train/Tram/Subway)",46,0.407,53,"Table Tennis",570,570,820,580,1000,1000,,,,,,August,Fall,No,No,Desserts,Coffee,Science,4,9,4,"Yes - broadband connection","Internet chat or instant messaging",1000,900,,,,,,,,,,,,,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Teacher,"International aid"
USA,NY,2021,"11        ",Male,17,Right-Handed,174,26,182,1,"Rail (Train/Tram/Subway)",40,0.374,41,Bowling,930,914,813,834,888,738,27,"Left foot",8,8,"Ring finger",February,Winter,No,No,Pizza/Pasta,Water,"Computers and technology",5,10,2,"Yes - broadband connection","Internet chat or instant messaging",0,0,3,0,2,1,0,6,1,1,10,0,0,1,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Happy,Other,Environment
USA,NY,2021,"12        ",Female,17,Right-Handed,160,23,158,2,"Rail (Train/Tram/Subway)",15,0.449,28,None,1000,1000,1000,1000,1000,1000,23,"Same length",67,64,"Index finger",March,Fall,No,No,Seafood,Water,Art,7,9,4,"Yes - broadband connection","Internet chat or instant messaging",48,50,6,2,20,5,2,4,2,2,40,4,0,9,"A lot","Graduate degree",Pop,"Freeze time",Rich,Relative,"International aid"
USA,NY,2021,"12        ",Male,17,Right-Handed,191,27,193,1,Car,17,.3,40,"Football (American)",950,750,500,450,600,950,192,"Right foot",85,85,"Same length",April,Summer,Yes,No,Meat,"Soft drink (caffeinated)",Science,6,8,4,"Yes - broadband connection","Text messaging",200,200,8,6,21,7,3,1,6,2,15,0,0,3,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Teacher,Environment
USA,NY,2021,"11        ",Male,16,Right-Handed,173,26,171,2,"Rail (Train/Tram/Subway)",50,.299,29,"Martial Arts",1000,950,800,800,900,900,26,"Same length",94,93,"Index finger",June,Spring,No,No,Seafood,Milk,History,6,9,3,"Yes - broadband connection","Internet chat or instant messaging",10,10,14,1,15,1,8,4,1,1,20,0,0,3,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Environment
USA,NY,2021,"11        ",Male,17,Left-Handed,6’0,12,Idk,1,Car,"30 ",0.787,40,Basketball,1000,1000,1000,1000,1000,1000,12,"Same length",Idk,Idk,"Ring finger",August,Summer,Yes,No,Seafood,Water,"Physical education",8,15,1,"Yes - other","Text messaging",Idk,Idk,1,1,1,1,1,1,1,1,1,1,1,1,"A lot","Some college","Rap/Hip hop",Fly,Rich,"Business person",Other
USA,NY,2021,"12        ",Female,17,Right-Handed,158,23,153,1,Bus,25,0.409,44,Cycling,813,492,701,610,513,658,22,"Right foot",6,6.2,"Ring finger",June,Fall,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",,8,7,"Yes - broadband connection","Text messaging",20,20,0,3,10,"7 ",0,5,5,8,40,2,0,5,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,"Education/Youth development"
USA,NY,2021,"12        ",Female,17,Right-Handed,170.2,26,171.5,2,Bus,56,.697,18,Athletics,1000,678,756,700,230,770,25.5,"Right foot",28,32,"Ring finger",September,Spring,Yes,No,Seafood,Coffee,Other,4,9,6,"Yes - broadband connection","Text messaging",20,38,20,10,28,40,14,0,2,7,65,7,0,15,"A lot","High school",Other,"Super strength",Happy,"Musician or singer","Education/Youth development"
USA,NY,2021,"11        ",Male,15,Right-Handed,175,25,179,2,"Rail (Train/Tram/Subway)",60,.3,45,Athletics,1000,957,700,812,1000,1000,24,"Right foot",82.5,76,"Index finger",December,Spring,Yes,No,"Rice/Noodle dishes",Water,Art,7,10,4,"Yes - broadband connection","In person",52,78,20,5,17,4,7,1,15,2,35,5,21,2,"A lot","Graduate degree",Jazz,Invisibility,Famous,"Musician or singer",Health
USA,NY,2021,"12        ",Male,18,Right-Handed,5.7,8,"5 fee",4,Bus,"30 m","0.76 ","46 s",Swimming,,,,,,,8,"Same length",1.10,"2 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Male,16,Right-Handed,177,25,173,3,"Rail (Train/Tram/Subway)",20,0.394,35,Cycling,695,824,588,754,920,1000,25,"Same length",86,87,"Ring finger",March,Fall,Yes,No,"Rice/Noodle dishes",Water,Science,7,9,4,"Yes - broadband connection","Internet chat or instant messaging",11,23,6,1,20,3,0,60,1,1,80,0,0,6,Some,"Graduate degree",Pop,"Freeze time",Rich,"Business person","Education/Youth development"
USA,NY,2021,"12        ",Male,16,Right-Handed,162.5,25.5,29,2,Walk,15,0.160,30,Gymnastics,900,1000,1000,950,1000,1000,24.5,"Left foot",95,80,"Ring finger",September,Fall,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,"15 ",2,"Yes - broadband connection","Internet chat or instant messaging",2,3,1,1,7,7,1,20,9,2,20,10,3,9,"Very little","Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,"Business person","Education/Youth development"
USA,NY,2021,"10        ",Female,15,Right-Handed,"160 ",24,150,2,Walk,0,0.54,70,Other,209,503,807,422,818,1000,24,"Same length",165,165,"Same length",December,Summer,No,No,Pizza/Pasta,Water,English,8,8,52,"Yes - other","In person",20-30,30,50,2,10,0,7,0,8,2,6,0,0,2,Some,"Graduate degree","Rap/Hip hop",Fly,Healthy,Friend,Health
USA,NY,2021,"12        ",Female,17,Right-Handed,152,23,161,1,Car,"3 ",.366,34,Athletics,500,400,200,300,100,300,23,"Same length",7,7,"Same length",June,Summer,No,No,Pizza/Pasta,Juice,Science,6,8,3,"Yes - other","Text messaging",142,127,12,90,7,3,6,0,15,15,40,0,20,5,Some,"Graduate degree",Pop,Telepathy,Happy,"Sports person","International aid"
USA,NY,2021,"12        ",Female,17,Right-Handed,169,24,171,1,Car,5,.364,43,Basketball,888,663,481,813,786,770,24,"Same length",90,98,"Ring finger",April,Summer,No,No,Fruit,Water,Languages,6.5,10,4,"Yes - other","Text messaging",40,50,2,3,30,2,12,0,6,2,25,4,0,2,Some,"Graduate degree","Rock and roll",Fly,Happy,"Musician or singer",Environment
USA,NY,2021,"10        ",Female,14,Right-Handed,163,25,163,3,Walk,10,0.42,0.44,Other,888,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"11        ",Male,17,Right-Handed,180,27.5,185,"1 ",Walk,5,.299,35,Skateboarding/Rollerblading,300,1000,500,350,500,500,25.4,"Same length",25.4,26,"Ring finger",September,Fall,Yes,No,Meat,"Soft drink (caffeinated)",Music,6,10,4,"Yes - broadband connection","In person",8,12,10,2,1,1,3,1,15,4,30,1,1,2,"Very little","Some college",Other,Telepathy,Happy,Other,"International aid"
USA,NY,2021,"11        ",Male,16,Left-Handed,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2021,"12        ",Female,17,Right-Handed,170,25,170,2,Bus,20,0.387,45,"Hockey (Field)",797,655,798,749,936,948,25,"Same length",80,90,"Ring finger",April,Summer,Yes,No,"Rice/Noodle dishes",Water,Science,6,12,2,"Yes - broadband connection","Text messaging",50,70,10,5,20,5,2,0,7,2,5,10,4,2,"A lot","Graduate degree",Pop,"Freeze time",Healthy,Relative,"Wildlife, animals"
